CLID	NAME	1X	2X	3X	4X	5X	BT474	MCF7	SKBR3	T47D	NORWAY 7	NORWAY 10	NORWAY 11	NORWAY 12	NORWAY 14	NORWAY 15	NORWAY 16	NORWAY 17	NORWAY 18	NORWAY 19	NORWAY 26	NORWAY 27	NORWAY 39	NORWAY 41	NORWAY 47	NORWAY 48	NORWAY 53	NORWAY 56	NORWAY 57	NORWAY 61	NORWAY 65	NORWAY 100	NORWAY 101	NORWAY 102	NORWAY 104	NORWAY 109	NORWAY 111	NORWAY 112	STANFORD 2	STANFORD 14	STANFORD 16	STANFORD 17	STANFORD 23	STANFORD 24	STANFORD 35	STANFORD 38	STANFORD A	BT474 (mRNA)	MCF7 (mRNA)	SKBR3 (mRNA)	T47D (mRNA)	NORWAY 7 (mRNA)	NORWAY 10 (mRNA)	NORWAY 11 (mRNA)	NORWAY 12 (mRNA)	NORWAY 14 (mRNA)	NORWAY 15 (mRNA)	NORWAY 16 (mRNA)	NORWAY 17 (mRNA)	NORWAY 18 (mRNA)	NORWAY 19 (mRNA)	NORWAY 26 (mRNA)	NORWAY 27 (mRNA)	NORWAY 39 (mRNA)	NORWAY 41 (mRNA)	NORWAY 47 (mRNA)	NORWAY 48 (mRNA)	NORWAY 53 (mRNA)	NORWAY 56 (mRNA)	NORWAY 57 (mRNA)	NORWAY 61 (mRNA)	NORWAY 65 (mRNA)	NORWAY 100 (mRNA)	NORWAY 101 (mRNA)	NORWAY 102 (mRNA)	NORWAY 104 (mRNA)	NORWAY 109 (mRNA)	NORWAY 111 (mRNA)	NORWAY 112 (mRNA)	STANFORD 2 (mRNA)	STANFORD 14 (mRNA)	STANFORD 16 (mRNA)	STANFORD 17 (mRNA)	STANFORD 23 (mRNA)	STANFORD 24 (mRNA)	STANFORD 35 (mRNA)	STANFORD 38 (mRNA)	STANFORD A (mRNA)
IMAGE:214604	chr17|nt30249683||H71229|KIAA1321|KIAA1321 protein	0.19	0.08	0.19	0.16		0.01	0.5	0.62	0.62	-0.1	0.08	0.3	0.33	0.14	0.16	0	-0.12	0.19	0.01	0.28	0.19	0.16	0.21	0.99	0.24	0.29	-0.06	0.19	0.28	0.06	-0.12	0.04	0.29	0.03	0.16	0.24	0.11	0.76	-0.1	0.15	-0.04		0.21	0.18	0.26	1.42	0.62	0.48	2.15	0.62	-0.15	0.57	-0.35		-0.17	0.15	0.57	-0.23	-0.63	-0.45	-0.2	0.57	-0.7	0.1	1.87	0.17	0.03	0.32	0.23	-0.09	0.03	-0.55	-0.23	-0.48	0.19	0.68	-0.26	0.1	1.2	-1.02	-0.87		-0.07	-0.45		-0.7	0.98
IMAGE:752732	chr17|nt31103170|17q11.2|AA417881|BLMH|bleomycin hydrolase|(2)	-0.38	-0.6	-0.27	-0.34	-0.28	0.07	-0.44	0.53	-0.27	0.12	0.11	0.24	0.37	-0.07	-0.04	-0.03	-0.24	-0.22	0.01	-0.11	0.19	-0.32	0.07	0.23	-0.55	-0.05	-0.48	-0.18	0.1	-0.11	-0.08	-0.19	-0.12	0	0.06	-0.43	-0.06	-0.18	-0.02	-0.35	-0.05	0.1	-0.05	-0.45	-0.22	-0.22	0.39	0.02	0.55	0.29	-1.18	-0.26	0		0.02	-0.55	-0.37	-0.4	-0.06	0.56	-0.14	0.38	-0.29	0.44	-0.39	-0.59	0.05	-1.01	0.14	0.29	0.4	-0.01	-0.16	0.28	-0.04	-0.15	0.36	-0.15	0.57	0.27	-0.42	0.17	0.56	0.81	0.11	0.77	0.13
IMAGE:73268	chr17|nt31354462||T56021||Human clone 23587 mRNA sequence	0.37	0.39	0.23		0.04	0.01	-0.43	0.6	0.52	-0.38	-0.23	-0.01	0.28	0.14	-0.06	0.14	-0.29	0.07	-0.47	0.1	0		0.11	0.64	-0.01		-0.14	-0.34	0.07	-0.15	-0.03	0.16	0.08	0.11	0.07	-0.06	-0.12	-0.25	-0.06	-0.3	-0.01	-0.04	-0.15	-0.1	0.23	-0.15	0.52	-1.24	0.89	-0.02	-0.17	0.05	0.05	0.2	0.61	-0.69	0.2	0.05	0.23	-0.52	-0.33	0.49	-0.37	-1.13	1.65	-0.42	0.35	0.79	1.02	0.18	0.56	0.16	0.56	-0.11	1.13	-0.03	-0.03	-0.26	-0.57	-0.91	-0.31	0.11	0.08	-0.74	-0.91	-0.24	-0.77
IMAGE:140018	chr17|nt31497260|17|R63971|FLJ10120|hypothetical protein FLJ10120|(3)	-0.09	-0.11	-0.12	0.11	0.01	-0.12	-0.19	-0.16	-0.12	0.09	-0.01	0.08	0.13	0.23	0.11	0.34	0.05	0.1	-0.1	0.17	-0.11	-0.26	0.05	0.03	-0.07	0.13	-0.02	0.28	0.25	0.13	0	0.04	-0.1	-0.01	0.02	-0.06	0.19	-0.08	0.06	0.08	-0.16	-0.16	0.09	-0.07	0.11	-0.07	0.72	-0.31	0.88	0.09	-0.24	-0.12	-0.12	0.15	0.41	-0.15	-0.31	0.31	-0.11	-0.83	-0.57	-0.19	-0.43	0.32	-0.09	-0.06	0.35	0.15	0.06	0.21	0.11	-0.47	-0.16	-0.32	-0.64	-0.44	-0.12	-0.06	0.22	2.16	0.63	0.47	-0.11	0.5	-0.12	-0.5	0.2
IMAGE:809527	"chr17|nt31922961||AA454582||Homo sapiens cDNA: FLJ22729 fis, clone HSI15685"	0.01	-0.07	0.12	-0.01	-0.14	0.14	-0.84	-0.84	0.08	-0.2	-0.07	0.07	0.33	0.57	-0.23	0.06	-0.45	0.11	-0.2		-0.3	-0.34	0.15	-0.18	0.07	-0.1	-0.25	-0.38	-0.01	-0.15	-0.29	-0.12	-0.14	0.06	0	-0.54	-0.32	-0.38	-0.38	-0.43	-0.17	-0.36	0.06	-0.1	0.04	-0.42	0.97	0.61	0.68	1.52	-0.64	0.54	-0.31	-0.53	0.32	-0.06	0.35	0.19	-0.13	-0.64	0.06	0.59	0.06	-0.58	-0.58	0.11	0.18	0		0.14	0.18	-0.04	0.02	0.18	0.37	0.84	-0.13	0.07		0.33	0.16	-0.53	0.11	0.16	-0.7	-0.24	
IMAGE:416095	chr17|nt31983271||W85890||ESTs	-0.1	0.03	0.03		-0.03	-0.34	0.14	0.19	0.25	-0.27	0.14	0.1	0.04	-0.49	-0.07	-0.36	-0.3	-0.2	0.07	-0.01	0.06	-0.03	-0.15	0.07	0	0.07	0.54	-0.17	-0.03	-0.12	0.03	0.12	0.14	0.01	0.28	0.1	0.21	0.11	0.08	0.28	0.07	0.26	0.01	-0.09	0.18	0.15	0.23	1.13	0.76	1.56	0.33	-0.28	0.13	0.4	-0.69	0.5	-0.46	-0.86	0.11	0.81	0	-0.72	-0.51	0.09	0.66	0.26	-0.31	0.79	-0.36	-0.19	-0.26	-0.19	-0.15	-0.19	-0.41	0.5	-1.36	-0.46	0.51	0.81	-0.31	0.05	1.53	0.31	-0.21	-0.19	0.44
IMAGE:51373	chr17|nt32317830|17q11.2|H22724|OMG|oligodendrocyte myelin glycoprotein	0	0.16	0.01	0.15	0.07	0.16	-0.38	-0.81	0.42	-0.25	-0.2	0.16	-0.12	0.01	-0.67	-0.15	-0.42	-0.06	-0.54	-0.06	-0.06	-0.22	0	-0.18	-0.1	-0.07	-0.32	-0.36	-0.23	0.07	-0.23	0.07	-0.07	0.01	0.18	-0.38	-0.06	-0.29	-0.42	-0.2	-0.1	-0.45	0.01	-0.14	0.11	-0.18	1.07	1.36	1.21	-0.31	-0.13	-1.56	0.08		-0.19	0.03	0	-0.48	0.2	-0.16	0.2	-0.16	0.87	0.3	-0.76	0.24	-0.02	-0.02	0.42	-0.22	-0.08	-0.41		-0.52	-0.8	0.22	-0.16	-0.41	0.83	0.64	0.2	0.42	0.55	0.5	0.2	-0.19	0.46
IMAGE:593183	chr17|nt32327146|17q11.2|AA159620|EVI2B|ecotropic viral integration site 2B	0.34	-0.03	0.04	-0.04	-0.1	-0.07	-0.27	-0.94	0.64	-0.45	-0.12	-0.2	0.33	-0.17	-0.6	-0.09	-0.45	-0.04	-0.45	-0.4	-0.23	-1.09	-0.1	-0.38	-0.38	-0.06	-0.47	-0.56	-0.1	-0.18	-0.38	0.12	-0.09	0	-0.22	-0.4	-0.17	-0.38		-0.12		-0.12	-0.25	-0.04	0.2	-0.06	-2.54	-2.1	-2.54	-0.84	1.47	-0.28	0.13		-0.54	-0.25	-0.21	-0.02	-1.04	-0.2	-0.12	0.26	0.48	0.32	-0.43	0.7	0.79	0.78	-0.69	0.88	1.06	0.71	0.21	0.38	1.06	-0.47	-0.58	-0.04	-1.38	-0.98	1.13	-0.82	0.31	-1.3	-0.84	0.34	-0.77
IMAGE:231675	chr17|nt32341667|17q11.2|H93149|EVI2A|ecotropic viral integration site 2A	0.07	-0.23	-0.06	-0.07	-0.22	-0.01	-0.6	-0.74	0.32	-0.47	0.06	0.03	0.11	0.34	-0.12	0.18	-0.22	0.07	0.1	0.26	-0.03	-0.67	0.29	-0.09	-0.07	0.11	-0.25	-0.36	0.07	-0.01	-0.18	-0.32	-0.56	-0.14	0.18	-0.32	0.28	0.03	0.26	-0.14	0.63			-0.18	0.12	-0.3		-3.67	-2.39	-1.72	1.41	-0.34	0.55	0.46	-0.3	0.27	-0.08	0.16	-0.98	-0.57	-0.17	0.54	0.77	-0.01	0.18	0.62	0.61	0.57	-1.34	0.93	1.17	0.74	0.65	0.54	1.15	-0.17	0.05	0.16		-1.83	-0.28	-1.12	-0.52	-1.62		-0.32	-2.01
IMAGE:66767	"chr17|nt33248629||T64927||ESTs, Moderately similar to weak similarity to Arabidopsis thaliana ubiquitin-like protein 8 [C.elegans]"	0.23	0.14	0.14	0.23	0.03	0.14	0.37	-0.45	0.04	0.03	-0.38	-0.23	0.26	-0.12	-0.3	-0.04	-0.22	-0.1	-0.27	-0.14	0.07	0.14	0.1	0.06	0.08	-0.07	0.01	-0.01	0.11		-0.06	0.16	0.15	-0.06	-0.23	0.12	0.08	-0.12	-0.14	-0.1	0.12	0.33	0.07	-0.07	0.36	-0.04	0	0.37	-0.18	0.81	0.99	-2	0.64	-0.53	0.33	0.5	-0.01	0.02	0.11	0.8	0.19	0.77	0.19	-0.21	0.03	0.56	-0.43	0.72	0	0.15	-0.25	0.37	-0.13	0.5	-0.43	-0.75	-0.05	-1.24	-0.39	0.29	-0.33	0.05	-0.06	0.1	-0.33	0.04	-0.2
IMAGE:246869	chr17|nt33371091|17|N59119|ZNF207|zinc finger protein 207	-0.22	-0.07	-0.01	-0.07	-0.03	-0.04	0.12	-0.4	0.3	-0.14	0.08	0.15	-0.04	-0.4	0.11	-0.07	-2.32	-2.47	-0.4	0.1	-0.18	-0.09	-0.3	-0.3	-0.58	-0.04	0.01	-0.36	-0.22	-0.71	-0.15	0.15	0.06	0.03	-0.06	-0.15	0.03	-0.04	-0.12	-0.15	0.07	-0.14	0.04	-0.12	0.1	0.04	0.83	1.08	0.94	1.31	-0.35	0.2	0.18	0.4	0.16	0.48	0.35	-0.38	-0.17	-0.12	0.04	0.33	-0.14	0.38	-0.45	0.22	-0.14	-0.2	-0.14	-0.38	-0.2	-0.17	-0.17	-0.04	-0.26	0.31		-0.71	0.13	0.16	0.22	-0.17	0.42	0.37	-0.17	0.2	-0.04
IMAGE:267293	"chr17|nt33401344||N24609||ESTs, Moderately similar to ALU8_HUMAN ALU SUBFAMILY SX SEQUENCE CONTAMINATION WARNING ENTRY [H.sapiens]"	0.41	0.26	0.18	0.4	0.06	0.49	-0.04	0.21	0.44	-0.04	0.3	0.36	-0.03	0.01	-0.29	0.16	-0.01	0.03	0.26	-0.06	0	0.03	0.23	0.16	0.1	0.18	-0.01	-0.14	0.16	0.19	-0.06	0.15	0.34	0.16	0.5	-0.01	0.11	-0.23	0.08	0.06	0.15	0.06	0.14	0.2	0.25	0.15	1.64	-1.02	-1.57	1.4	-1.15	-0.45	0.2	-0.02	0.53	-0.4	-0.2	-0.22	0.34		-0.51	0.19	0.02	-0.57	0.04	-0.54	0.04	-0.05		0.82	0.55	-0.66	0.45	-1.11	0.77	0.7	-0.13	0.27	-0.37	0.13	-0.32	0.17	0.5	0.92	-0.6	0.83	-0.22
IMAGE:179443	"chr17|nt33465428|17|H51376|PSMD11|proteasome (prosome, macropain) 26S subunit, non-ATPase, 11|(2)"	0.23	-0.02	0.16	0.09	0.05	0.01	-0.31	-0.81	0.47	-0.42	-0.24	-0.04	0.21	-0.07	-0.24	0.13	-0.28	-0.07	-0.24	-0.09	-0.14	-0.38	0.08	-0.18	-0.1	-0.12	-0.25	-0.36	0.11	0.01	-0.39	0.02	-0.24	0.06	-0.01	-0.29	-0.21	-0.29	-0.39	-0.18	-0.04	-0.21	0.01	-0.12	0.09	-0.21	1.13	0.48	0.31	1.93	-0.56	-0.27	0.11	0.66	-0.11	0	0.27	-0.47	-0.36	0.46	0.16	-0.02	-0.16	0.44	-0.87	0.21	0.02	-0.08	0.06	0.29	-0.12	-0.57	0.05	-0.2	0.24	0.62	-0.24	-0.25	0.15	0.03	-0.11	-0.35	0.39	0.22	-0.2	0.01	0.56
IMAGE:757873	"chr17|nt33549963|17|AA442853|CDK5R1|cyclin-dependent kinase 5, regulatory subunit 1 (p35)"	-0.09	-0.14			-0.17	0.21	-0.43	-0.09	0.01	0.08	-0.27	0.51	0.07		-0.03	0.04	-0.45		-0.14	-0.32	0.12	-0.18	-0.1	-0.15	-0.09	0.14	-0.17	-0.25	-0.09	0.04	-0.18	-0.07	-0.17	0.04	0.08	-0.17	-0.07	-0.1	-0.38		-0.01	-0.15	0.03	-0.22	-0.2		-0.82	-1.15	-1.14	-0.72	0.08	-0.68	0.27	-0.13	1.3	-0.05	-0.81	-0.22	-1.28	0.19	-0.58	-0.46	-0.23	-0.01	-0.11	-0.19	0.24	-0.44	0.04	0.05	0.06	-0.36	0	-0.13	-0.31	-0.86	-0.86	-0.01	0.47	0.57	0.14	0.61	0.36	-0.31	0.6	1.84	1.12
IMAGE:343736	"chr17|nt35279652|17q21.1-q21.2|W69211|SCYA11|small inducible cytokine subfamily A (Cys-Cys), member 11 (eotaxin)"	0.16	0	-0.03	-0.17	-0.04	0.03	-0.58	-0.94	0.08	-0.49	-0.17			1.23		0.3	-0.3	0.15		-0.25	0.11	-0.71	-0.09	-0.34	-0.4	-0.25	-0.38	-0.67	-0.1	0.01	-0.2	-0.14	0	-0.09	0.04	-0.51	-0.49	-0.56	-0.4	-0.34	-0.2	-0.6	-0.15	-0.47	-0.15	-0.56		-2.29			-0.07	-1.21	0.13		1.35	0.42	-0.39	0.46	-0.31	-0.07	0.32	-0.77	1.34	1.53	-0.5	0.45	-0.06	0.17		0.26	0.5	-0.15	0.99	-1.02	0.58	-0.75	-0.57	-0.14	-0.93	-0.39	-0.58	-0.29	0.42	-0.47			-0.14
IMAGE:485989	chr17|nt35295590|17q11.2-q12|AA040170|SCYA7|small inducible cytokine A7 (monocyte chemotactic protein 3)	-0.49	-0.29	-0.22	-0.36	-0.15	0.21	-0.62	-0.38	0.24	-0.18	0.2	0.1	0	0.15	-0.38	-0.14	-0.34	0.08	-0.27	-0.2	-0.07	-0.23	-0.36	-0.27	-0.49	-0.14	-0.49	-0.56	-0.17	-0.04	-0.29	-0.18	-0.17	-0.03	0.1	-0.29	-0.32	-0.34	-0.22	-0.49	0.1	-0.25	0.06	-0.6	-0.25	-0.29		-1.52			-0.7		0.18		1.05	0.47	0.75	0.86	-0.14	1.1	0.3	-0.53	0.71	1.75		0.01	0.62	-0.88	-0.08	-0.4	-0.49	-0.57	0.33	-1.21	-0.26	-1.49		-0.49		-0.46	-0.26		-0.23				
IMAGE:768561	"chr17|nt35310629|17q11.2-q21.1|AA425102|SCYA2|small inducible cytokine A2 (monocyte chemotactic protein 1, homologous to mouse Sig-je)|(2)"	-0.17	0.01	-0.2	-0.12	0.12	0.08	-0.6	-0.47	0.16	-0.22	-0.04	-0.05	0.1	-0.04	-0.47	-0.35	-0.1	0.08	-0.21	-0.18	-1.28	-0.07	-0.35	-0.15	-0.8	-1.06	-0.22	-0.43	-0.34	-0.44	-0.41	-0.01	-0.13	-0.21	-0.1	-0.09	-0.18	-0.16	-0.22	-0.51	0.05	-0.24	-0.15	-0.8	-0.18	-0.41	-3.06	-2.76	-2.87	-4.35	-0.55	-1.04	0.11	-1	1.75	0.73	-0.63	0.88	-0.74	1.06	0.64	-0.46	1.16	1.87	-0.75	-0.05	0.27	-0.65	-1.41	0.56	0.88	-0.09	0.79	-0.87	0.1	-0.25	-1.24	-0.52	-0.09	-0.41	-0.09	-0.24	0.19	-0.87	-0.32	-0.03	0.22
IMAGE:897751	chr17|nt35527778|17q23|AA599008|TLK2|tousled-like kinase 2	0.4	0.06	0.19	0.1	0.18	0.11	0.44	0.04	0.51	-0.18	-0.01	-0.07	0.34	0.08	0.12	0.23	0.07	0.07	0.4	0.24	0.38	-0.47	0.37	0.21	-0.01	0.25	0.4	0.25	0.24	0.08	-0.1	0.15	0.14	0.2	0.24	-0.38	0.12	0.14	0.28	0.24	0	-0.12	0.07	-0.09	0.3	0.72	-0.15	1.19	-0.04		-0.83	0.07	-0.45		-0.76	0.29	0.09	-0.5	-0.53	0.84	0.17	0.03	0.25	0.17	0.55	0.09	0.29	0.45	0.24	-0.61	-0.12	-0.58	-0.67	-0.47	0.78	0.92	-0.35	-0.37	0.27	-0.06	0.25		0.05	0.01	-0.42	-0.03	1.08
IMAGE:80146	"chr17|nt36073181|17q11.2|T64134|SCYA13|small inducible cytokine subfamily A (Cys-Cys), member 13"	-0.04	0.04	0.01	-0.14	-0.06	0.19	-0.07	-0.64	0.42	-0.07	0.11	0.11	0.34	0.06	-0.25	0.01	-0.2	0.08	-0.15	-0.12	0.19	-0.06	-0.1	-0.06	-0.15	0.2	-0.17	-0.32	0.26	0.07	0.04	0.24	0.23	0.04	0.19	-0.12	0.07	-0.03	-0.22	-0.34	0.08	-0.2	0.12	-0.45	-0.03	-0.15	-1.38	-1.95	-2.67		-0.47	-0.53	-0.15		0.9	0.27	0.09		-0.53	0.15	0.25	-0.97	0.86	2.63	-0.73		-0.11	-0.13		0.54	0.99	-0.85	0.24	-1.15	0.3	-0.95		0.13	-0.38	-0.51	0.45		0.42		-0.93		0.23
IMAGE:502977	"chr17|nt36303335|17q11.2-q12|AA149292|LIG3|ligase III, DNA, ATP-dependent"	-0.01	-0.32	-0.23	-0.09	-0.2	0.01	-0.4	-0.86	0.49	-0.45	-0.4	-0.34	0.01	-0.22	-0.74	-0.29	-0.32	-0.17	-0.56	-0.4	-0.29	-0.45	-0.38	-0.42	-0.15	-0.14	-0.58	-0.58	0.1	-0.38	-0.62	0.01	-0.32	-0.09	0.21	-0.49	-0.14	-0.07	-0.47	-0.42	0.03	-0.84	-0.22	-0.54	-0.18	-0.34	1.27	0.24			0.13	0.18	0.27			-0.65	-0.36	-0.04	1.07		-0.33	0.78	-0.33	-0.17		0.49	-0.25	-0.55			-0.48	-0.97		-0.12	0.42	0.42	0.5	-0.19	-0.36		-0.33	0.18	0.5	0.63	-0.89	0.63	-0.04
IMAGE:265350	"chr17|nt36737278||N21103||ESTs, Weakly similar to ALU3_HUMAN ALU SUBFAMILY SB1 SEQUENCE CONTAMINATION WARNING ENTRY [H.sapiens]"	0.43	0.21	0.2	0.3	0.14	-0.03	0.1	-0.09	0.15	-0.14	-0.18	-0.12	0.15	-0.12	-0.3	0.12	0.16	0.2	0	-0.06	-0.32	0	0.2	0.07	0.06	0.12	0.08	0.04	0.03	-0.03	-0.06	0.21	0.08	0.08	-0.15	0.11	0.04	0.18	-0.03	0.18	-0.14	0.15	0.14	0.12	0.23	0.16	1.77	-1.59	0.27		0.42	0.85	0.46			-0.81	-0.66	-0.09	-0.68	-0.98	-0.62	-1.13	0.17	0.52	0.36	0.07	0.78	-0.23		1.05	1.4	0.51	2.1	-0.46	1.36	0.51	-0.81	0.66		-0.44	-1.19		-0.48	-1.7			-0.83
IMAGE:245853	"chr17|nt36945577|17q11.2-q12|N52267|AP2B1|adaptor-related protein complex 2, beta 1 subunit"	0.12	0.25	0.58	0.59	0.76	-0.51	-0.54	-0.58	0.19	-0.12	-0.12	-0.3		0.3		0.12	0.07	0.24	-0.18	0	-0.14	-0.23	0.06	-0.04	-0.03	-0.14	-0.29	0.11	-0.14	0	0	-0.01	-0.04	-0.01	0.12	0.03	0.1	-0.07	-0.04	0.01	0.04	-0.07	0.25	0.1	0.28	-0.04	-0.2	-0.17	0.25	0.97	0.57	0.32	-0.08	0.93	-0.49	0.24	0.42	0.12	0.18	0.14	0.68	1.18	-1.02	0.27	-0.22	0.44	-0.2	-0.17	0.96	0.36	-0.1	0.05	0.44	0.27	0.39	0.72	1.07	0.24	-0.97	-1.64	-1.02	-0.82	-0.89	0.09	-1.64	-0.15	-0.82
IMAGE:47142	chr17|nt37093191|17|H10964|PEX12|peroxisomal biogenesis factor 12	-0.49	-0.22	-0.14	-0.03	-0.04	-0.14	-0.58	-0.27	-0.2	-0.51	0.12	0.11	0.46	0.26	-0.06	0.03	0.07	0.01	0.16	0.26	0.32	-0.18	-0.04	0.01	0.04	-0.58	-0.06	-0.09	0.19	0.08	0.15	-0.03	-0.17	0.1	0.29	-0.1	0.04	0.01	0.2	-0.29	-0.07	0.25	0.16	-0.49	-0.07	-0.2	-0.28	0.46	0.19	0.44	-0.28		-0.14	0.19	-0.2	-0.26	0.08	0.21	1.09	0.57	0.03	0.73	-0.1	-0.75	-0.26	-0.21	-0.45	0.59	0.27	-0.23	-0.08	-0.11	-0.05	-0.31	-0.33	0.29	0.19	-1.4	-0.31	0.37	0.12	-0.29	0.38	0.4	0.26	0.07	-0.07
IMAGE:840753	chr17|nt37383227|17q11.2-q12|AA486072|SCYA5|small inducible cytokine A5 (RANTES)	0.16	0.15	0.15	0.32	0.07	0.56	0.19	0.04	0.49	0.08	-0.03	0.06	0.06	0.08	-0.42	0.14	0.19	0	-0.07	0.16	-0.12	0.16	0.01	0.11	0.21	0.04	-0.01	-0.01	0.21	0.11	0.16	0.37	0.23	0.1	0.11	0.19	0.04	0.2	0.15	0.16	0.16	0.34	0.15	0.18	0.26	0.21	-1.92	-2.25	-1.6	-1.21	1.43	-0.49	0.48		-0.64	-0.15	-0.75	-0.5	-0.27	-0.63	0.57	-0.51	0.23	1.3	-0.77	0.35	0.9	1.13		0.45	-0.04	-0.27	-0.13	-0.66	-0.15	-1.04	-1.45	-0.26	-0.65	0.32	1.17	0.47	1.22	-1.11	-0.34	1.09	-0.33
IMAGE:743291	chr17|nt37446244|17q11.2|AA400242|LOC57151|lysozyme homolog	-0.4	-0.06	-0.17	-0.06	-0.29	2.04	-0.86	-0.34	0.37	-0.14	0.04	0.07	0.07	-0.04	-0.12	0.08	0.04	-0.17	-0.29	1.06	0.21	-0.25	-0.2	0.45	-0.03	0.01	-0.25	0.79	-0.12		-0.67	1.36	0.01	-0.07	0.01	-0.22	0.1	-0.18	-0.2	-0.43	0.01	-0.43	-0.04	-0.45	-0.22	-0.54		-1.11		-0.04		0.54	0.3		0.6	0.18	-0.61	-0.82	-0.29	-0.34	0.38	-0.56	-0.06	-0.36	-0.7	-0.22	0.1	-0.02	2.93	0.58	-0.74	-0.42	1.24	-0.04	-0.28	-0.35	-0.02	-0.26		0.48	-0.82	-0.59					0.12
IMAGE:77539	"chr17|nt37488236|17q11.2|T58775|SCYA16|small inducible cytokine subfamily A (Cys-Cys), member 16"	-0.09	-0.03	-0.07	-0.29	-0.15	0.32		-0.29	-0.38	-0.23	-0.54	0	-0.47	-0.07	-0.25	-0.22	-0.17	-0.25	-0.43	0.04	0.19	0	0.16	0	-0.22	-0.04	-0.14	-0.07	0.19	0.12	0.01	0.04	-0.1	0.52	0.04	-0.06	-0.14	-0.1	-0.14	0.01	-0.01	-0.1	0.07	-0.1	-0.2	-0.25	0.33	-0.27	0.24	-0.28	-0.14	-0.92	-0.02	0.63	0.07	0.08	-0.06	-0.43	-0.43	-0.02	-0.06	0.04	-0.19	-0.11	0.14	0.21	-0.15	0.2	-0.03	0.39	0.18	-0.1	-0.01	0.54	-0.66	-0.14	-0.03	0.11	0.84	-0.1	-0.19	-0.09	0.61	-0.28	-0.23	0.24	0.12
IMAGE:199663	"chr17|nt37495393|17q11.2|R96626|SCYA14|small inducible cytokine subfamily A (Cys-Cys), member 14"	-0.12	-0.25	-0.15	-0.2	-0.45	0.25	-0.06	0.01	0.12	-0.01	0.11	-0.03	0.1	0.18	-0.43	-0.22	-0.76	-0.01	-0.62	0.04	-0.86	-0.23	-0.3	-0.36	-0.1	-0.06	-0.01	-0.18	-0.45	-0.12	-0.18	0.1	0.04	-0.04	-0.1	0	-0.04	-0.12	0.21	-0.69	-0.2	-0.4	-0.15	-0.15	-0.04	0.14		-2.71		-2.75	-1.04	-0.71	0.03		1.47	-2.66	-1.04	0.53	-0.57	-1.73	0.27	-0.65	-0.14		0.71	-0.28	1.17	0.22	-0.64	2.24	3.28	-0.9	-0.4	0.1	1.62	-1.47	-1.32	1.53	0.67	-0.72	-1.51	1.31	-1.08	-0.97	1.81	0.55	0.21
IMAGE:124052	chr17|nt37524203||R02799||ESTs	0.32	0.31	0.2	0.34	0.29	0.69	0.33	0.36	0.31	0.29	0.37	0.08	0.16	0.21	0.16	0.32	0.19	0.24	0.37	0.15	0.1	0.04	-0.04	0.19	0.16	0.16	0.18	0.3	0.08	0.4	0.36	0.08	0.26	0.14	0.34	0.2	0.14	0.1	0.31	0.15	0.07	0.07	0.2	0.36	0.3	0.2	0.45	0.31	0.22	-1.12	0.11	-0.23	0.41	0.26	0.49	-0.01	0.52	-0.23	0.2	-0.39	0.01	-0.05	0.33	-0.07	-0.39	-0.33	0.25	0.92	0.07	0.15	0.41	0.17	-0.8	0.17	0.93	0.2	0.1	0	-0.53	-0.32	-0.67	-0.15	-0.23	-0.23	-0.65	-0.84	0.58
IMAGE:153355	chr17|nt37721387|17q21.1-q21.3|R47892|SCYA3L1|small inducible cytokine A3-like 1	0.55	0.07	0.67	0.97	0.76	1.57	0.44	-0.12	1.17	0.59	0.77	1.35	0.61	0.55	-0.34	0.1	0.98	0.12	0.25	0.21	0.61	0.15	0.15	-0.12	-0.56	0.23	0.11	0.65	0.81	0.9	0.56	0.42	0.5	0.51	0.68	0.56	0.18	0.59	0.83	-0.01	1.33	-0.32	0.53	-0.07	0.24	-0.1	-2.04	-1.96			0.89	-0.71	0.32		1.17	0.82	-0.45	0.68	0.48	-1.71	0.51	0.82	0.41	1.74	-0.87	0.71	-0.46	-0.2		0.37	-0.09	0.64	-0.42	0.34	-0.74	-0.68	-1.32	-2.55		0.87	1.05			-1.48			
IMAGE:768497	"chr17|nt37753260|17q11.2|AA425047|SCYA18|small inducible cytokine subfamily A (Cys-Cys), member 18, pulmonary and activation-regulated"	-0.18	-0.34	-0.06	-0.58	-0.17	0.37	-0.45	-0.01	-0.04	0.12	-0.23	0.19	0.24	-0.92	0.08	-0.42		-0.32	-0.18	0.3	-0.15	0.28	-0.47	-0.06	-0.18	-0.09	-0.51	0.04	-0.03	-0.18	-0.15	-0.09	-0.01	0	0.11	-0.27	0.01	0.07	-0.03	-0.42	0.23	-0.17	0.07	-0.49	-0.15	-0.1		-1.66			1.39	-1.22	-0.28		1.13	0.38	-0.79	-0.81	0.34	-0.16	-0.62	-1.24	-1.52	0.47	1.57	1.81	-1.2	-0.08	0.24	0.51	0.12	0.35	0.45	0.16	0.71	-1.05	-1.8		-1.18		2.59	-0.35	0.86		-0.32		-0.34
